id,state,account_length,area_code,phone_number,international_plan,voice_mail_plan,number_vmail_messages,total_day_minutes,total_day_calls,total_day_charge,total_eve_minutes,total_eve_calls,total_eve_charge,total_night_minutes,total_night_calls,total_night_charge,total_intl_minutes,total_intl_calls,total_intl_charge
4125,MT,122,510, 355-5221, no, no,0,190,125,32.3,141.5,77,12.03,216.8,68,9.76,15.9,3,4.29
4127,VT,182,415, 405-2234, no, no,0,160.3,87,27.25,229.9,101,19.54,185.3,96,8.34,8.7,11,2.35
4129,ID,130,510, 367-3304, no, no,0,140.9,68,23.95,217.5,109,18.49,123.6,96,5.56,13.6,4,3.67
4131,MA,150,408, 342-8813, no, no,0,150.9,92,25.65,191,106,16.24,223.6,107,10.06,8.3,4,2.24
4137,GA,158,415, 366-3805, no, no,0,165.4,70,28.12,280.1,104,23.81,121.8,106,5.48,10.4,9,2.81
4140,LA,4,408, 417-8960, no, yes,31,158.3,99,26.91,164.2,98,13.96,192.7,108,8.67,12.5,3,3.38
4141,MN,161,408, 366-9936, no, no,0,252.3,120,42.89,243.8,98,20.72,284.4,96,12.8,9.2,2,2.48
4142,WV,116,415, 399-8419, no, no,0,255.5,93,43.44,224.4,122,19.07,317.3,85,14.28,12.7,4,3.43
4143,ID,49,415, 421-1264, no, no,0,101.7,71,17.29,223.2,102,18.97,182.1,112,8.19,7.3,3,1.97
4144,WY,86,415, 364-6992, no, no,0,227.9,105,38.74,218.7,118,18.59,223.2,120,10.04,14.2,5,3.83
4146,WI,118,415, 356-7848, no, no,0,142.2,96,24.17,164.9,107,14.02,183.7,92,8.27,7.1,4,1.92
4147,MI,57,415, 335-5378, no, no,0,140,100,23.8,174.7,102,14.85,258.5,111,11.63,13.3,4,3.59
4148,NH,138,415, 364-1224, no, no,0,157.5,96,26.78,271.7,107,23.09,138.2,84,6.22,10.7,6,2.89
4149,AK,98,415, 387-5388, no, no,0,237.5,130,40.38,213.2,85,18.12,194.1,107,8.73,10.1,3,2.73
4154,VT,106,510, 420-4654, yes, no,0,196.7,100,33.44,210.2,109,17.87,173.8,83,7.82,7.8,1,2.11
4155,OK,32,510, 354-2215, no, no,0,230.7,122,39.22,204.7,134,17.4,142,86,6.39,8.7,3,2.35
4157,MA,100,415, 390-2676, no, no,0,167.2,100,28.42,141.2,87,12,251.3,76,11.31,6.1,6,1.65
4158,OR,174,415, 420-4132, no, no,0,222.3,102,37.79,173.8,123,14.77,297.2,97,13.37,5.7,2,1.54
4159,NY,98,510, 393-2256, no, no,0,198.6,92,33.76,349.4,99,29.7,221.7,83,9.98,7.3,6,1.97
4160,ME,42,510, 386-3716, no, no,0,139.4,109,23.7,223.8,121,19.02,244.9,105,11.02,4.6,3,1.24
4161,VA,99,408, 389-8407, no, no,0,130.4,121,22.17,219.9,103,18.69,84.1,85,3.78,9.8,3,2.65
4162,DE,122,415, 342-6680, no, no,0,184.6,88,31.38,148.8,98,12.65,309.7,58,13.94,14.3,2,3.86
4163,OH,4,415, 364-6617, yes, no,0,169.7,96,28.85,131.8,94,11.2,245.1,86,11.03,14.2,4,3.83
4165,MN,31,415, 338-4704, no, no,0,224.5,96,38.17,191.2,72,16.25,214.5,100,9.65,9.1,1,2.46
4166,WV,114,415, 400-3168, no, no,0,247.8,95,42.13,255.1,98,21.68,224.1,105,10.08,9.5,6,2.57
4167,MD,47,415, 394-7682, yes, no,0,177.1,104,30.11,217.4,97,18.48,191.8,131,8.63,9.7,5,2.62
4168,GA,77,415, 337-8750, no, no,0,134.5,119,22.87,119.7,104,10.17,250.7,112,11.28,9.3,5,2.51
4171,OH,103,415, 382-6740, no, yes,40,164.5,95,27.97,228.7,82,19.44,194.7,97,8.76,7.4,1,2
4172,AK,36,415, 399-1526, yes, yes,19,171.9,96,29.22,198.4,111,16.86,321.7,76,14.48,10.5,1,2.84
4173,MT,149,415, 382-6119, no, no,0,244.2,83,41.51,262,72,22.27,144.5,113,6.5,7,4,1.89
4176,WY,62,415, 384-8314, no, no,0,116.5,77,19.81,186.1,111,15.82,180.6,72,8.13,16.1,2,4.35
4177,WA,112,415, 358-7212, no, no,0,158.1,107,26.88,181.5,101,15.43,200.3,126,9.01,8.3,7,2.24
4178,CO,82,408, 370-8039, no, no,0,121.6,81,20.67,191.3,109,16.26,231.4,81,10.41,8.6,5,2.32
4183,IA,82,510, 380-1093, no, yes,23,123.7,93,21.03,139.1,74,11.82,174.5,118,7.85,10.6,2,2.86
4184,OH,69,415, 383-1580, no, no,0,244.8,76,41.62,77.2,100,6.56,222.8,102,10.03,10,3,2.7
4186,HI,87,510, 384-3968, no, no,0,297.4,63,50.56,118.4,108,10.06,242.3,72,10.9,11,2,2.97
4187,WV,63,415, 342-7847, no, no,0,147.8,95,25.13,201.4,72,17.12,154.9,118,6.97,8.6,8,2.32
4188,SD,124,408, 331-8698, yes, yes,29,187.1,75,31.81,148.5,142,12.62,214.4,124,9.65,5.5,7,1.49
4189,NY,148,408, 337-7132, no, no,0,236.5,84,40.21,236,95,20.06,228.6,124,10.29,8.3,6,2.24
4190,ID,68,415, 364-7579, no, no,0,186.5,108,31.71,190.2,107,16.17,187.8,103,8.45,11,5,2.97
4191,TX,72,415, 379-7890, yes, no,0,286.1,101,48.64,306.1,94,26.02,232.8,89,10.48,10.3,1,2.78
4192,TX,119,510, 420-6893, no, no,0,107.2,100,18.22,221.1,100,18.79,212.6,96,9.57,8.3,3,2.24
4193,ID,43,415, 358-5239, no, yes,36,93.1,68,15.83,246.1,83,20.92,94.9,109,4.27,8.7,8,2.35
4194,CA,136,510, 343-4434, no, no,0,132.4,110,22.51,254.1,81,21.6,176.5,100,7.94,13,6,3.51
4195,MO,97,510, 385-6470, no, no,0,80.7,99,13.72,262.3,93,22.3,214.6,130,9.66,8.8,3,2.38
4197,KY,59,510, 413-2034, no, no,0,155.5,92,26.44,192.3,104,16.35,123.3,106,5.55,10.5,3,2.84
4199,MI,110,415, 379-6936, no, no,0,94.1,127,16,283,97,24.06,168.7,69,7.59,10.3,6,2.78
4201,VT,155,510, 334-3433, no, no,0,223.8,109,38.05,233.4,68,19.84,201.6,111,9.07,8.8,8,2.38
4203,TX,125,415, 330-8642, no, no,0,190.2,107,32.33,209.2,75,17.78,102.1,136,4.59,14.2,5,3.83
4206,CO,11,415, 356-3554, no, yes,36,293.4,122,49.88,174.1,91,14.8,212,50,9.54,6.9,6,1.86
4207,CO,92,415, 404-9485, no, no,0,160.5,113,27.29,287.3,134,24.42,212.6,93,9.57,8.2,3,2.21
4211,AZ,102,510, 375-8584, no, no,0,171.6,116,29.17,219.4,111,18.65,242.1,85,10.89,12.1,4,3.27
4212,TX,112,510, 400-4883, no, no,0,242.1,69,41.16,235.2,150,19.99,237.7,106,10.7,10,5,2.7
4213,CT,78,408, 380-2125, no, no,0,157.3,61,26.74,242,119,20.57,196,107,8.82,10.6,1,2.86
4215,MI,126,415, 404-3184, no, no,0,175.6,91,29.85,151.1,100,12.84,201.5,100,9.07,9.9,2,2.67
4216,ME,58,415, 391-1850, no, yes,29,239.6,84,40.73,182.1,80,15.48,118.3,100,5.32,11,3,2.97
4217,CT,38,510, 353-5218, no, no,0,96.9,110,16.47,241.4,75,20.52,141,69,6.35,10.8,3,2.92
4218,MO,87,408, 413-6899, no, no,0,129.5,104,22.02,194,133,16.49,287.9,65,12.96,7.2,7,1.94
4220,DC,69,415, 388-2082, no, no,0,111.7,86,18.99,187.5,68,15.94,194.8,128,8.77,11.6,10,3.13
4222,VA,176,415, 399-7573, no, no,0,216.7,91,36.84,233.9,104,19.88,231.1,110,10.4,9,4,2.43
4223,MA,133,415, 412-4990, no, no,0,207.1,106,35.21,283.5,124,24.1,65.2,107,2.93,10.5,2,2.84
4224,MT,146,415, 406-7175, no, no,0,214.8,86,36.52,230.9,94,19.63,223.8,100,10.07,5.8,3,1.57
4226,TN,78,415, 372-2361, yes, no,0,71.5,126,12.16,166.8,127,14.18,211.6,86,9.52,8.3,2,2.24
4227,ND,118,415, 379-5981, no, no,0,77.6,113,13.19,126.9,75,10.79,191,79,8.59,14.9,4,4.02
4230,IN,91,510, 336-2510, yes, no,0,103.2,100,17.54,124.8,154,10.61,336.1,111,15.12,14,4,3.78
4231,DC,150,510, 390-2027, yes, no,0,114.8,156,19.52,135.3,78,11.5,218.4,98,9.83,15.6,4,4.21
4232,UT,76,415, 350-9298, no, no,0,212.5,124,36.13,215.5,110,18.32,128,94,5.76,5.2,9,1.4
4233,ID,159,510, 343-7980, no, yes,36,288.2,120,48.99,227.1,105,19.3,198.2,113,8.92,13.3,7,3.59
4235,MD,139,415, 383-9392, no, no,0,102.2,76,17.37,230,106,19.55,183.4,136,8.25,10.8,4,2.92
4237,FL,91,415, 382-3034, no, no,0,153.2,70,26.04,231.7,91,19.69,115.1,80,5.18,9.8,3,2.65
4238,NH,131,415, 354-7303, no, no,0,55.5,79,9.44,163.5,104,13.9,128.1,59,5.76,10.1,4,2.73
4242,WV,85,415, 416-3536, no, no,0,116.9,75,19.87,183.3,109,15.58,307.4,119,13.83,10,8,2.7
4244,ME,67,415, 402-4206, no, no,0,208,95,35.36,234.8,81,19.96,266,80,11.97,11.7,6,3.16
4246,TX,77,510, 342-6182, no, no,0,136.5,95,23.21,182.6,102,15.52,233.6,93,10.51,9.9,10,2.67
4247,OR,135,408, 389-4686, yes, no,0,174.8,112,29.72,218,125,18.53,180.1,102,8.1,12.7,6,3.43
4249,MO,120,415, 403-1409, no, no,0,79.2,123,13.46,212.1,106,18.03,224.6,104,10.11,10.2,4,2.75
4250,WY,62,415, 410-4629, no, no,0,238.9,102,40.61,161.4,115,13.72,248.5,103,11.18,13.4,4,3.62
4251,WV,160,408, 355-7681, no, yes,37,179.8,104,30.57,144.8,115,12.31,209.1,89,9.41,11.1,8,3
4252,UT,67,510, 418-7885, no, no,0,225.9,78,38.4,243.1,83,20.66,84.1,94,3.78,13.5,2,3.65
4253,KY,98,415, 365-1710, no, no,0,189.8,113,32.27,271.5,111,23.08,218.9,96,9.85,13,5,3.51
4255,TN,121,415, 375-6971, no, no,0,217.3,79,36.94,218,106,18.53,166.5,69,7.49,11.5,7,3.11
4256,GA,111,415, 395-7027, no, no,0,129.1,92,21.95,148.9,132,12.66,264,103,11.88,16.8,7,4.54
4257,NE,127,408, 344-1999, no, no,0,135.5,110,23.04,146,116,12.41,208,88,9.36,10.7,4,2.89
4258,WA,65,510, 364-8637, no, no,0,183.4,63,31.18,183.6,80,15.61,153.5,83,6.91,10.7,4,2.89
4260,WV,133,510, 419-7320, no, yes,24,125.5,106,21.34,161.2,95,13.7,209.1,112,9.41,15,4,4.05
4261,WA,238,415, 351-4104, no, no,0,202,60,34.34,213.9,105,18.18,266.4,90,11.99,12,1,3.24
4264,NC,126,415, 328-6785, no, no,0,228.2,68,38.79,170.2,102,14.47,168.9,72,7.6,10.2,6,2.75
4265,OK,103,415, 414-5554, no, no,0,278.4,121,47.33,252.2,139,21.44,202.3,96,9.1,13.7,1,3.7
4266,MA,104,415, 365-9789, no, no,0,285.3,75,48.5,130.8,111,11.12,181.8,99,8.18,10.5,2,2.84
4268,ND,56,510, 386-7001, no, yes,37,153.7,97,26.13,271.4,91,23.07,179,121,8.06,8.3,2,2.24
4271,ME,113,408, 422-8472, no, no,0,203.4,85,34.58,219.8,140,18.68,240,107,10.8,8.3,5,2.24
4272,MO,103,415, 370-4667, no, yes,37,230.7,112,39.22,319.4,116,27.15,299.4,77,13.47,7.9,3,2.13
4273,NJ,160,415, 414-6478, no, no,0,118.9,106,20.21,163.5,75,13.9,195,131,8.78,13.1,4,3.54
4275,OK,73,415, 409-8346, yes, yes,34,252.9,103,42.99,220.1,79,18.71,144.9,65,6.52,11.4,3,3.08
4276,PA,135,415, 339-9147, no, yes,46,172.6,77,29.34,203.4,102,17.29,264.2,108,11.89,10.4,2,2.81
4278,NM,29,415, 399-5418, no, no,0,262,112,44.54,82.7,60,7.03,195.1,120,8.78,10.7,5,2.89
4281,NV,104,415, 407-5234, no, no,0,210.9,90,35.85,272.2,101,23.14,304.3,86,13.69,10.6,5,2.86
4282,SD,74,510, 377-4646, no, no,0,143.7,97,24.43,229.6,110,19.52,98.8,100,4.45,11.8,5,3.19
4283,OR,28,415, 347-6706, no, no,0,171.2,90,29.1,173.9,65,14.78,210.5,139,9.47,14,4,3.78
4285,VA,60,415, 342-2078, no, no,0,229.5,91,39.02,157.7,67,13.4,162.4,76,7.31,13.2,3,3.56
4286,ME,173,408, 332-3072, no, no,0,128.6,108,21.86,248.3,92,21.11,130.1,115,5.85,10.4,2,2.81
4288,RI,140,510, 388-8481, no, no,0,187.1,110,31.81,158,70,13.43,211.4,123,9.51,8.5,2,2.3
4289,DC,94,415, 385-3019, no, yes,31,209.3,90,35.58,281.7,111,23.94,190.1,66,8.55,7.9,5,2.13
4290,AR,88,415, 337-1302, no, no,0,141.7,102,24.09,226.2,125,19.23,100.1,93,4.5,11.9,8,3.21
4291,OR,170,408, 370-5687, no, yes,22,173.6,66,29.51,142.2,83,12.09,156.5,93,7.04,5.2,3,1.4
4292,SD,57,510, 355-2963, no, no,0,176.9,75,30.07,204.2,86,17.36,254.1,90,11.43,6.1,4,1.65
4294,NC,102,408, 416-8826, no, yes,27,109.8,66,18.67,207.3,76,17.62,236.9,101,10.66,10.3,7,2.78
4295,OH,49,408, 340-9208, no, no,0,202.3,105,34.39,195.4,131,16.61,190.1,88,8.55,9,2,2.43
4296,IN,195,415, 379-6697, no, no,0,221.6,109,37.67,126.2,94,10.73,212.2,98,9.55,6.4,2,1.73
4298,SC,105,408, 336-4889, yes, no,0,274,156,46.58,263,69,22.36,195.9,93,8.82,11.3,3,3.05
4299,OR,81,415, 352-1257, no, yes,33,200.3,103,34.05,216.9,96,18.44,249.8,100,11.24,15.5,4,4.19
4300,OR,123,415, 396-4149, no, yes,38,202.3,104,34.39,292.4,105,24.85,239.3,63,10.77,11.2,1,3.02
4301,GA,63,408, 408-8873, no, no,0,204,119,34.68,161.7,90,13.74,202.6,113,9.12,9.4,4,2.54
4302,MI,126,415, 340-1893, no, no,0,193.1,114,32.83,75.5,61,6.42,186.2,73,8.38,11.1,1,3
4303,OR,153,415, 420-1372, no, no,0,202.2,132,34.37,158.9,78,13.51,111.4,98,5.01,8.6,4,2.32
4304,OR,67,415, 385-7814, no, no,0,245.1,118,41.67,185.2,94,15.74,193.6,112,8.71,8.1,3,2.19
4305,MA,65,408, 400-9082, no, no,0,158.3,71,26.91,168.3,119,14.31,139.9,119,6.3,6.6,6,1.78
4306,IA,21,408, 368-5621, no, no,0,138.1,79,23.48,186.9,75,15.89,194.2,105,8.74,12.1,1,3.27
4307,VA,72,510, 355-3803, no, no,0,212.7,92,36.16,306.4,100,26.04,140.3,90,6.31,12.9,6,3.48
4308,WV,176,510, 382-4771, no, no,0,304.2,111,51.71,306.6,64,26.06,207.9,98,9.36,9.5,2,2.57
4309,TX,150,408, 340-6060, no, yes,24,212.4,157,36.11,168.7,91,14.34,199.4,112,8.97,9.7,1,2.62
4310,IL,108,510, 379-5017, yes, no,0,137.3,68,23.34,143.8,94,12.22,238.7,101,10.74,8.9,1,2.4
4311,RI,129,510, 347-2422, no, yes,10,161.4,91,27.44,183.1,102,15.56,240.3,65,10.81,12.9,3,3.48
4312,WA,73,510, 335-6557, yes, no,0,202.9,108,34.49,285.9,121,24.3,219,102,9.86,12.8,5,3.46
4313,DE,90,415, 408-8957, no, no,0,272.2,75,46.27,122.9,96,10.45,252.6,100,11.37,9.2,2,2.48
4314,NV,105,408, 379-9438, no, no,0,98.2,103,16.69,140.3,91,11.93,140.2,106,6.31,13.9,1,3.75
4315,MO,115,408, 329-5668, no, no,0,80.8,81,13.74,195.7,91,16.63,190.1,66,8.55,11.7,6,3.16
4318,ME,77,415, 402-6363, no, no,0,208.8,117,35.5,175.4,81,14.91,171.5,105,7.72,13.4,3,3.62
4319,NH,201,510, 402-7349, no, no,0,159.9,61,27.18,237.3,124,20.17,290.2,99,13.06,13.4,4,3.62
4320,NC,139,415, 414-2751, yes, no,0,185.1,101,31.47,266.7,75,22.67,207.9,95,9.36,9,3,2.43
4321,KY,94,408, 351-9450, no, no,0,139.1,93,23.65,237.9,100,20.22,227.1,59,10.22,11.4,3,3.08
4322,UT,95,415, 330-9197, no, no,0,155.5,99,26.44,167,75,14.2,190.7,125,8.58,13.2,4,3.56
4324,VT,105,415, 409-7971, no, no,0,204.6,111,34.78,134.4,109,11.42,260.8,69,11.74,5.7,7,1.54
4325,ME,81,415, 333-6788, yes, no,0,220.4,76,37.47,276.4,122,23.49,239.5,112,10.78,11.4,5,3.08
4326,ME,127,510, 386-3651, no, no,0,223.2,137,37.94,144.7,119,12.3,96,109,4.32,8.6,4,2.32
4327,PA,84,415, 417-3884, no, no,0,109.1,114,18.55,231.4,113,19.67,274,112,12.33,9.6,4,2.59
4328,MI,47,510, 395-9771, no, yes,30,136.5,101,23.21,174.9,74,14.87,146.4,91,6.59,10.9,3,2.94
4329,MN,128,510, 405-8341, yes, no,0,192.8,96,32.78,136.6,86,11.61,151.8,75,6.83,13.5,4,3.65
4330,SD,39,408, 397-7074, no, no,0,179,88,30.43,148.2,124,12.6,146.8,116,6.61,8.8,4,2.38
4331,KY,76,510, 345-1157, no, no,0,293.8,94,49.95,169.6,62,14.42,160.4,103,7.22,13.7,9,3.7
4332,SC,95,415, 358-4181, no, no,0,226.6,98,38.52,88.5,107,7.52,166.2,105,7.48,11.9,3,3.21
4334,KY,167,408, 358-4969, no, no,0,130.5,66,22.19,80.9,102,6.88,221.6,116,9.97,11.2,5,3.02
4335,PA,104,415, 331-9374, no, no,0,186.8,102,31.76,176.3,114,14.99,222.2,84,10,13,3,3.51
4338,DC,78,415, 387-4090, yes, no,0,176.6,107,30.02,179.4,98,15.25,178.2,80,8.02,16.6,5,4.48
4339,MA,135,415, 329-4175, no, yes,45,241.4,102,41.04,206.4,78,17.54,196.6,104,8.85,9.4,6,2.54
4340,LA,79,408, 348-3694, no, no,0,174.8,88,29.72,197,94,16.75,87,103,3.92,8.6,6,2.32
4341,VA,133,415, 368-5606, no, no,0,171.8,64,29.21,177.1,83,15.05,223,96,10.04,10.3,4,2.78
4342,MI,76,415, 403-7877, no, yes,37,190.8,58,32.44,221.9,101,18.86,211.2,104,9.5,12.3,4,3.32
4343,MI,216,408, 333-1633, no, no,0,212.3,106,36.09,191.1,71,16.24,224.9,79,10.12,9.4,8,2.54
4344,CT,73,510, 418-7248, no, no,0,159,123,27.03,233.3,95,19.83,178.9,155,8.05,15.2,3,4.1
4345,NH,183,408, 409-4681, no, yes,38,178.4,103,30.33,184.4,79,15.67,203.3,94,9.15,7.2,3,1.94
4347,MD,78,510, 349-6098, no, no,0,238.9,96,40.61,196.1,92,16.67,102.4,95,4.61,11,1,2.97
4349,RI,90,510, 420-6843, no, no,0,190,98,32.3,196.1,111,16.67,216.4,58,9.74,8,6,2.16
4353,OK,28,408, 397-8771, no, no,0,225.7,70,38.37,206.9,90,17.59,167.9,88,7.56,13.8,3,3.73
4355,OH,26,510, 384-7156, no, no,0,150,63,25.5,225,90,19.13,202.3,99,9.1,9.2,5,2.48
4356,OK,33,415, 396-3744, yes, no,0,247.1,114,42.01,146.5,110,12.45,208.9,94,9.4,10.6,2,2.86
4357,PA,120,408, 333-1826, no, no,0,215.7,75,36.67,244.4,105,20.77,211.2,91,9.5,11.4,5,3.08
4358,KS,124,415, 360-8501, no, no,0,94.8,102,16.12,238.9,91,20.31,279.4,94,12.57,11.6,3,3.13
4359,SD,56,415, 350-5398, no, no,0,79.3,115,13.48,159,64,13.52,245.7,99,11.06,10.1,4,2.73
4361,IN,158,408, 328-9030, no, no,0,119.8,123,20.37,262.2,122,22.29,219.8,111,9.89,12.4,5,3.35
4362,NH,106,510, 405-5431, no, no,0,170.6,116,29,259.1,115,22.02,214.2,111,9.64,9.6,13,2.59
4363,IA,52,510, 379-9498, no, yes,24,229.1,86,38.95,168.7,124,14.34,245.4,75,11.04,14.6,2,3.94
4366,AL,12,408, 376-2803, no, no,0,239.7,112,40.75,221.1,122,18.79,207.3,109,9.33,11.1,3,3
4367,TX,109,510, 412-8992, yes, no,0,159.6,136,27.13,151,126,12.84,142.1,53,6.39,7.3,4,1.97
4368,CT,142,510, 334-6492, no, yes,38,231.2,125,39.3,174.8,121,14.86,171.2,87,7.7,12.4,2,3.35
4369,OR,60,510, 364-8778, no, no,0,203.7,95,34.63,212.6,122,18.07,177.1,103,7.97,7.9,1,2.13
4370,AK,141,408, 421-9683, no, yes,43,157.8,122,26.83,132.3,108,11.25,137.1,81,6.17,5.6,2,1.51
4371,IN,168,415, 407-5054, no, no,0,160.6,110,27.3,185.2,120,15.74,120.2,104,5.41,9.1,4,2.46
4373,WY,88,415, 359-2149, no, no,0,138.7,92,23.58,205.8,73,17.49,247.9,119,11.16,9.8,5,2.65
4374,WI,119,415, 369-1757, no, no,0,226.6,126,38.52,143.6,107,12.21,94.9,123,4.27,12.1,5,3.27
4375,DE,31,408, 387-5176, no, no,0,229.1,120,38.95,172.4,79,14.65,243.6,102,10.96,11,4,2.97
4377,DC,149,415, 420-3480, no, yes,25,185.6,109,31.55,167.3,89,14.22,171.6,100,7.72,10.7,3,2.89
4378,TX,138,415, 343-5445, no, no,0,217.2,73,36.92,190.8,127,16.22,133.5,97,6.01,5.2,3,1.4
4380,TN,222,408, 372-2527, no, yes,34,218.5,89,37.15,160.7,76,13.66,181.6,76,8.17,4.9,5,1.32
4382,WA,60,415, 379-2554, no, yes,31,223.6,83,38.01,235.6,77,20.03,153,119,6.89,4.7,8,1.27
4383,ME,90,415, 380-7206, no, no,0,189.1,104,32.15,313.9,124,26.68,227.9,128,10.26,8.2,2,2.21
4384,DE,140,415, 333-5541, no, no,0,143,100,24.31,193.4,89,16.44,59.5,81,2.68,12.3,8,3.32
4386,NJ,134,415, 411-3547, no, yes,32,224,75,38.08,97.5,103,8.29,211.6,80,9.52,10.7,5,2.89
4391,PA,137,415, 384-7646, no, yes,25,174.6,88,29.68,243.8,118,20.72,259.7,103,11.69,12.2,3,3.29
4392,WY,3,415, 329-3501, no, yes,23,205.5,102,34.94,209.5,83,17.81,182.3,99,8.2,6.4,4,1.73
4393,RI,137,415, 418-2068, no, no,0,209.1,104,35.55,189.4,96,16.1,214.4,83,9.65,14.8,4,4
4394,RI,42,415, 364-7547, no, no,0,251.1,81,42.69,178.3,106,15.16,184.6,90,8.31,12.7,5,3.43
4395,MD,58,408, 359-1487, no, no,0,187.6,113,31.89,217.4,115,18.48,139.7,92,6.29,9.8,5,2.65
4396,IL,233,408, 390-2383, no, no,0,137.3,94,23.34,232.4,87,19.75,206,105,9.27,9.8,4,2.65
4399,VA,100,415, 373-7819, no, no,0,200.7,151,34.12,290.8,127,24.72,186.7,105,8.4,10.2,9,2.75
4401,PA,86,510, 380-6554, no, no,0,212.8,79,36.18,90.9,145,7.73,152.3,67,6.85,11.9,3,3.21
4402,NE,105,510, 411-7944, no, no,0,213.3,99,36.26,153.1,79,13.01,227.9,98,10.26,10.8,5,2.92
4403,GA,111,408, 365-4106, yes, no,0,177.1,102,30.11,249.1,102,21.17,153.3,66,6.9,8.8,4,2.38
4404,ME,75,408, 368-7933, no, no,0,229.2,59,38.96,142.8,107,12.14,291.6,109,13.12,8.5,5,2.3
4405,OH,95,510, 372-6246, no, yes,24,129.4,120,22,159.8,68,13.58,214.4,83,9.65,12.6,4,3.4
4407,KS,116,408, 406-5281, yes, no,0,232.2,98,39.47,244.7,91,20.8,151.3,69,6.81,10.6,1,2.86
4408,TN,125,415, 386-3025, no, no,0,138.5,96,23.55,159.7,117,13.57,212.7,91,9.57,7.7,3,2.08
4410,IN,55,415, 350-4256, no, yes,33,141,99,23.97,250.9,109,21.33,284.6,89,12.81,11.7,3,3.16
4411,MA,86,408, 392-4995, no, no,0,118.6,106,20.16,223.5,115,19,94.7,12,4.26,13.3,1,3.59
4412,VT,100,510, 367-3275, no, no,0,254.2,97,43.21,262,88,22.27,256.3,82,11.53,13.6,6,3.67
4413,IL,70,408, 403-6877, no, no,0,176.5,85,30.01,119.2,93,10.13,227.7,90,10.25,8.7,5,2.35
4414,ID,67,415, 350-2332, no, no,0,234.3,111,39.83,206.4,87,17.54,157.3,101,7.08,5.8,10,1.57
4415,DE,50,510, 377-8126, no, yes,39,147.3,75,25.04,244.8,74,20.81,216.9,101,9.76,13.2,3,3.56
4416,AK,42,415, 375-4450, no, no,0,171,129,29.07,183.9,96,15.63,130.2,90,5.86,4.6,6,1.24
4417,RI,76,510, 379-5420, no, yes,40,177.9,85,30.24,119.3,95,10.14,140.5,83,6.32,10.3,1,2.78
4419,NE,90,415, 363-2674, no, no,0,114.4,108,19.45,232.8,150,19.79,198.1,78,8.91,8.9,3,2.4
4420,FL,66,510, 417-3093, no, no,0,113.9,112,19.36,271.8,106,23.1,216.7,95,9.75,15.6,3,4.21
4421,MI,22,408, 403-8383, no, no,0,180,65,30.6,207,106,17.6,182.8,111,8.23,8.3,6,2.24
4422,IA,67,408, 340-6397, no, no,0,177.4,102,30.16,215.2,123,18.29,132.4,120,5.96,6.6,4,1.78
4423,PA,147,510, 416-8652, no, yes,35,110.8,123,18.84,199.2,81,16.93,212.9,77,9.58,8.9,4,2.4
4426,MN,85,415, 400-8619, no, no,0,234.5,113,39.87,237.3,116,20.17,122.7,110,5.52,12.9,3,3.48
4428,HI,92,510, 386-5996, no, no,0,222.4,105,37.81,164,129,13.94,233.3,113,10.5,9.9,8,2.67
4432,DC,19,415, 330-8787, no, no,0,184.5,131,31.37,201.3,87,17.11,188.9,114,8.5,13.1,10,3.54
4433,IL,66,415, 369-6042, no, yes,31,163.2,106,27.74,267.9,108,22.77,172.6,100,7.77,9.7,5,2.62
4434,MS,65,510, 372-3670, no, no,0,193.8,113,32.95,151.7,106,12.89,208.9,94,9.4,12.6,3,3.4
4435,WV,104,415, 344-8759, no, no,0,185.1,91,31.47,227.3,115,19.32,198.5,79,8.93,12.7,10,3.43
4436,WY,140,408, 380-9660, no, no,0,151.5,106,25.76,175.7,125,14.93,214.1,87,9.63,12.4,9,3.35
4437,MA,102,510, 338-1968, no, no,0,143.7,82,24.43,170.9,83,14.53,310.9,112,13.99,9.8,1,2.65
4438,OR,101,415, 341-4332, yes, no,0,169.5,117,28.82,212,111,18.02,204,120,9.18,9.7,1,2.62
4439,ME,62,510, 400-6094, no, no,0,211.3,100,35.92,228.4,91,19.41,217.1,77,9.77,6.3,5,1.7
4440,AR,115,415, 353-5289, no, yes,37,184.1,67,31.3,159.4,104,13.55,193.3,121,8.7,13.3,3,3.59
4444,MT,108,415, 401-7439, no, no,0,108.6,128,18.46,325.2,97,27.64,173.6,67,7.81,9.3,6,2.51
4447,OH,82,415, 393-4707, no, no,0,179.2,95,30.46,228.9,95,19.46,187.7,100,8.45,13.2,2,3.56
4448,NJ,126,415, 373-7804, no, no,0,261.6,83,44.47,192.9,133,16.4,246.9,50,11.11,7.3,3,1.97
4450,KS,85,408, 408-7909, no, no,0,164,111,27.88,229.4,108,19.5,220.7,105,9.93,9.3,2,2.51
4453,MT,171,408, 418-2321, no, no,0,171.9,99,29.22,249.2,95,21.18,174.9,81,7.87,12.5,4,3.38
4454,AK,88,415, 395-8865, no, yes,37,181.7,88,30.89,237.4,106,20.18,209.1,111,9.41,9.5,5,2.57
4455,HI,169,408, 369-6323, no, no,0,240.7,119,40.92,141.1,102,11.99,120.6,56,5.43,7.7,2,2.08
4456,TX,48,510, 361-1256, no, no,0,198.2,108,33.69,181,70,15.39,238.9,86,10.75,12.1,2,3.27
4457,ID,65,408, 380-3141, no, no,0,96,95,16.32,117,82,9.95,172.9,114,7.78,6.7,3,1.81
